name,model_name,feature_set,train_window,train_seasons,recency_half_life,train_rows,validation_rows,test_rows,feature_count,decision_threshold,validation_accuracy,validation_balanced_accuracy,validation_f1_weighted,validation_roc_auc,validation_brier_score,validation_selection_metric,test_accuracy,test_balanced_accuracy,test_f1_weighted,test_roc_auc,test_log_loss,test_brier_score,test_selection_metric,majority_class_rate,baseline_accuracy_delta,notes
home_win_no_market_last_4_extra_trees_depth8_recency_none,extra_trees_depth8,no_market,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,104,0.4699999999999999,0.6995708154506438,0.7013365824841234,0.6995044075849167,0.7662088317826022,0.19837310640968608,0.7205234310387861,0.631578947368421,0.631578947368421,0.6315505963832243,0.6867497691597415,0.6352094151485497,0.22189802954360816,0.6481259412580377,0.5,0.13157894736842102,
home_win_market_only_last_4_histgb_l2_010_recency_4p0,histgb_l2_010,market_only,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,14,0.41999999999999993,0.7081545064377682,0.7079087284005317,0.7082514149915632,0.7453847289912864,0.2117868716456314,0.7192029315664128,0.618421052631579,0.618421052631579,0.6129938542581213,0.6639735303170206,0.704838943699882,0.24690323350964755,0.6312727161811929,0.5,0.11842105263157898,
home_win_no_market_last_4_extra_trees_depth8_recency_2p0,extra_trees_depth8,no_market,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,104,0.4699999999999999,0.6995708154506438,0.7009304386353566,0.6996261553387497,0.7603751292275882,0.19889569735750637,0.7185682033185351,0.6228070175438597,0.6228070175438596,0.6226908866995075,0.685672514619883,0.6353086335387554,0.22203890427657835,0.6416492470400139,0.5,0.1228070175438597,
home_win_no_market_last_4_histgb_l2_010_recency_2p0,histgb_l2_010,no_market,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,104,0.25999999999999995,0.703862660944206,0.7090902377787623,0.7009981433682378,0.7445724412937528,0.21811583900368461,0.7185210846716809,0.5526315789473685,0.5526315789473684,0.5336488329189059,0.6734379809172052,0.6902288176878346,0.2353379125960127,0.5860260876340501,0.5,0.052631578947368474,
home_win_all_features_last_4_histgb_l2_002_recency_2p0,histgb_l2_002,all_features,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,118,0.21999999999999997,0.6952789699570815,0.6992689410722197,0.6937256777917505,0.7654703884212081,0.21489824848764424,0.7182978857848459,0.5833333333333334,0.5833333333333334,0.548890971571384,0.708756540473992,0.67641390981164,0.2300930936654863,0.6157939412112385,0.5,0.08333333333333337,
home_win_market_only_last_6_logistic_l2_c03_recency_1p0,logistic_l2_c03,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,14,0.6399999999999999,0.7054054054054054,0.6950331517878285,0.7024734433450234,0.7675526876627992,0.20732146578772748,0.717905056283899,0.6228070175438597,0.6228070175438596,0.6082161125319693,0.6782856263465682,0.6405492064231924,0.22666680433830055,0.6372619644328887,0.5,0.1228070175438597,
home_win_form_market_elo_last_4_histgb_l2_010_recency_none,histgb_l2_010,form_market_elo,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,62,0.35999999999999993,0.703862660944206,0.7034042238960272,0.7039173099207614,0.7513661202185793,0.21204477076631556,0.717869755696503,0.5964912280701754,0.5964912280701754,0.5836773578913941,0.6661280393967374,0.6765261447085941,0.23851391009666734,0.6154601909413268,0.5,0.0964912280701754,
home_win_all_features_last_4_histgb_l2_010_recency_1p0,histgb_l2_010,all_features,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,118,0.26999999999999996,0.6952789699570815,0.6984566533746861,0.6944247957465417,0.7642888790429775,0.21059772777142718,0.7176015424309519,0.5833333333333334,0.5833333333333333,0.5595322826639553,0.6965989535241612,0.6782533690742317,0.23246435103159444,0.613742861790175,0.5,0.08333333333333337,
home_win_market_only_last_6_logistic_l2_c03_recency_2p0,logistic_l2_c03,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,14,0.61,0.7027027027027027,0.69384915936538,0.700636653907682,0.7656286999763201,0.20475491537055268,0.7164011457300073,0.6228070175438597,0.6228070175438596,0.6131628787878788,0.6796706678978148,0.6388039086874716,0.22581943180470096,0.638419491836649,0.5,0.1228070175438597,
home_win_market_only_last_6_logistic_l2_c03_recency_4p0,logistic_l2_c03,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,14,0.62,0.7054054054054054,0.6925467677006867,0.7008052622959455,0.7646519062278001,0.20381319572999368,0.7154170834481096,0.618421052631579,0.618421052631579,0.6056696419696639,0.680286241920591,0.6378000477874404,0.2252290874192412,0.6350678978189953,0.5,0.11842105263157898,
home_win_no_market_last_2_histgb_l2_010_recency_none,histgb_l2_010,no_market,last_2,"['2425', '2526']",,532,96,228,104,0.4699999999999999,0.6979166666666666,0.6943478260869566,0.6953591717060655,0.7639130434782608,0.19916725376584246,0.7153690931472142,0.6403508771929824,0.6403508771929824,0.6380952380952382,0.693598030163127,0.7256952765217974,0.24133254257011286,0.6559866772193642,0.5,0.14035087719298245,
home_win_all_features_last_4_histgb_l2_002_recency_1p0,histgb_l2_002,all_features,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,118,0.4699999999999999,0.6995708154506438,0.6940259932063211,0.6948150391235396,0.7636242800177228,0.21464374896497576,0.7150238361373243,0.6228070175438597,0.6228070175438596,0.6217592592592593,0.6953678054786088,0.7017955817182263,0.23822404606534978,0.6444180901815943,0.5,0.1228070175438597,
home_win_market_only_last_8_logistic_l2_c03_recency_2p0,logistic_l2_c03,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,14,0.4699999999999999,0.6962524654832347,0.6937147335423197,0.6961452705599862,0.7619592476489028,0.19705763046155567,0.7145526683269445,0.6008771929824561,0.6008771929824561,0.5888472742405326,0.6798245614035088,0.6371930798871092,0.2251322011524832,0.6227569156974835,0.5,0.10087719298245612,
home_win_market_only_last_4_histgb_l2_010_recency_none,histgb_l2_010,market_only,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,14,0.42999999999999994,0.7081545064377682,0.7054718653079308,0.7070163480354493,0.7340865455619554,0.21731667482710032,0.7142879417932659,0.6359649122807017,0.6359649122807018,0.6328502415458936,0.6768236380424747,0.6843478286529279,0.24060027841771034,0.6477553293990124,0.5,0.13596491228070173,
home_win_all_features_last_4_histgb_l2_010_recency_2p0,histgb_l2_010,all_features,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,118,0.48999999999999994,0.6995708154506438,0.6932137055087875,0.6933536256854851,0.7622212376310737,0.21057646602932062,0.713936953171978,0.6491228070175439,0.6491228070175439,0.6488796488796489,0.7066789781471222,0.6626843497214245,0.22740578072485432,0.6663531846357331,0.5,0.14912280701754388,
home_win_compact_last_6_logistic_l2_c03_recency_4p0,logistic_l2_c03,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,37,0.57,0.7,0.693286762964717,0.6989746759097238,0.7584063461993844,0.20269187154606594,0.7136758248768683,0.631578947368421,0.631578947368421,0.6297556449118467,0.6890581717451523,0.6442358927283609,0.22863942485003738,0.6485492193129543,0.5,0.13157894736842102,
home_win_market_only_last_8_logistic_l2_c03_recency_1p0,logistic_l2_c03,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,14,0.5099999999999999,0.6982248520710059,0.6921630094043887,0.696412001400207,0.7611285266457679,0.19735062784727267,0.7134900133761752,0.5921052631578947,0.5921052631578947,0.5886153308887725,0.6784395198522621,0.6400752038252938,0.2264446405642226,0.6174820503258366,0.5,0.09210526315789469,
home_win_market_only_last_6_logistic_l2_c03_recency_none,logistic_l2_c03,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,14,0.62,0.7054054054054054,0.6906819796353303,0.6993435105398823,0.7623431210040257,0.20322402753750682,0.7134795516816217,0.618421052631579,0.618421052631579,0.6043482596988132,0.6809018159433672,0.6366981889359483,0.22447910094410162,0.6350543626852007,0.5,0.11842105263157898,
home_win_no_market_last_2_extra_trees_depth8_recency_none,extra_trees_depth8,no_market,last_2,"['2425', '2526']",,532,96,228,104,0.48999999999999994,0.6979166666666666,0.6960869565217391,0.6972246463764954,0.7526086956521739,0.20285868174692334,0.713214131739083,0.6403508771929824,0.6403508771929824,0.6396576979415619,0.6792089873807325,0.6353476760525397,0.22271786442691519,0.6519043333615944,0.5,0.14035087719298245,
home_win_compact_last_6_extra_trees_depth8_recency_none,extra_trees_depth8,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,37,0.5599999999999999,0.7,0.6895571868340042,0.69701424047062,0.7630535164574949,0.19938894327035764,0.7127246437665438,0.618421052631579,0.618421052631579,0.6056696419696639,0.6977531548168667,0.6248060222883504,0.21799443073349828,0.640307971687878,0.5,0.11842105263157898,
home_win_compact_last_6_extra_trees_depth8_recency_4p0,extra_trees_depth8,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,37,0.48999999999999994,0.6864864864864865,0.6935827610703291,0.6869812763429785,0.7603599336964244,0.19986856432207942,0.7126256901490551,0.6140350877192983,0.6140350877192983,0.6116144018583043,0.6999846106494305,0.6220826626148078,0.216981118327369,0.6394568417191888,0.5,0.11403508771929827,
home_win_compact_last_6_extra_trees_depth8_recency_2p0,extra_trees_depth8,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,37,0.5399999999999999,0.6945945945945946,0.6902971820980346,0.6944973540526331,0.7623135211934644,0.19952858089030684,0.7125321096198534,0.6271929824561403,0.6271929824561404,0.6201712952981989,0.7009849184364421,0.6205349236453285,0.21634021659393954,0.6482773101765397,0.5,0.1271929824561403,
home_win_compact_last_6_logistic_l2_c03_recency_2p0,logistic_l2_c03,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,37,0.57,0.6972972972972973,0.6908595784986976,0.6963963963963965,0.7591759412739757,0.2024593952747895,0.7121850100159359,0.631578947368421,0.631578947368421,0.6292682926829268,0.6908279470606341,0.643548852050335,0.22836978010650327,0.6490070490732608,0.5,0.13157894736842102,
home_win_no_market_last_4_extra_trees_depth8_recency_1p0,extra_trees_depth8,no_market,last_4,"['2223', '2324', '2425', '2526']",1.0,1292,233,228,104,0.48999999999999994,0.6952789699570815,0.6923644956431841,0.6939084190924706,0.7566829124206174,0.20005415095741122,0.7118916091938071,0.6403508771929824,0.6403508771929824,0.6401016401016402,0.6840566328100954,0.634951256163242,0.22181479747947905,0.653425218314415,0.5,0.14035087719298245,
home_win_market_only_last_8_logistic_l2_c03_recency_none,logistic_l2_c03,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,14,0.4099999999999999,0.6863905325443787,0.6917006269592476,0.6862807274438283,0.7611442006269593,0.19789945339771847,0.7117207141322482,0.5964912280701754,0.5964912280701754,0.5705863085489682,0.6829024315173899,0.6324148312782528,0.22265031466873159,0.6185288511761587,0.5,0.0964912280701754,
home_win_market_only_last_6_histgb_l2_010_recency_none,histgb_l2_010,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,14,0.63,0.7027027027027027,0.6944707553871655,0.7009602228046653,0.7467884205541084,0.21460228382113702,0.7111394750498734,0.6271929824561403,0.6271929824561404,0.6233602176659218,0.6715912588488766,0.6763994581941688,0.2392651981829924,0.6399375506554285,0.5,0.1271929824561403,
home_win_all_features_last_6_extra_trees_depth8_recency_1p0,extra_trees_depth8,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,118,0.48999999999999994,0.6837837837837838,0.6961283447785934,0.6824359595267411,0.7528415818138765,0.20294290707469376,0.7110884581014004,0.631578947368421,0.631578947368421,0.6305555555555556,0.6949830717143736,0.6256605675463546,0.21833365643999134,0.650446675900277,0.5,0.13157894736842102,
home_win_form_market_elo_last_6_extra_trees_depth8_recency_none,extra_trees_depth8,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,62,0.5299999999999999,0.6972972972972973,0.6933459625858395,0.6972972972972973,0.7501775988633672,0.20346183462255057,0.7109881536758165,0.6271929824561403,0.6271929824561404,0.6201712952981989,0.6865189289012004,0.6262531868460267,0.21876035558795176,0.6439375133159672,0.5,0.1271929824561403,
home_win_market_only_last_4_histgb_l2_002_recency_4p0,histgb_l2_002,market_only,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,14,0.36999999999999994,0.6995708154506438,0.7017427263328903,0.6993383536645149,0.733643479545119,0.2164728425638255,0.7109522963963026,0.5964912280701754,0.5964912280701754,0.5903125,0.6621268082486919,0.7201049577410116,0.2515993734122529,0.6152550929132041,0.5,0.0964912280701754,
home_win_all_features_last_6_extra_trees_depth8_recency_4p0,extra_trees_depth8,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,118,0.4799999999999999,0.6837837837837838,0.694263556713237,0.6832408737504627,0.7547951693109164,0.20172626800924445,0.7107696380481247,0.6228070175438597,0.6228070175438597,0.6209403031240334,0.6923668821175746,0.627665369988265,0.21910490313036826,0.6433949697530003,0.5,0.1228070175438597,
home_win_all_features_last_4_histgb_l2_002_recency_4p0,histgb_l2_002,all_features,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,118,0.16999999999999998,0.6866952789699571,0.6947275143996456,0.6786016472016789,0.7556490917146655,0.22034782058826233,0.7105851075144567,0.5701754385964912,0.5701754385964912,0.5195665261890428,0.7039858417974763,0.6771646345468474,0.22998647998117186,0.6027272226956695,0.5,0.07017543859649122,
home_win_all_features_last_6_extra_trees_depth8_recency_2p0,extra_trees_depth8,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,118,0.48999999999999994,0.6837837837837838,0.6936419606914516,0.6834719357500256,0.7548839687426001,0.2018877060965261,0.7104890593655823,0.6228070175438597,0.6228070175438597,0.6223420647149461,0.6925977223761157,0.6261971967952046,0.2183870336913505,0.6436744860691995,0.5,0.1228070175438597,
home_win_form_market_elo_last_8_logistic_l2_c03_recency_4p0,logistic_l2_c03,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,62,0.49999999999999994,0.6962524654832347,0.6900078369905956,0.69431856448742,0.7559247648902823,0.19897148845099782,0.7104295244850253,0.6052631578947368,0.6052631578947368,0.597331240188383,0.6852877808556478,0.6370620545391832,0.225392956619136,0.628080757127057,0.5,0.10526315789473684,
home_win_market_only_last_4_histgb_l2_010_recency_2p0,histgb_l2_010,market_only,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,14,0.3,0.6952789699570815,0.7000812287697533,0.692842690554151,0.7354895879486044,0.21706263620517638,0.7096179557910683,0.6008771929824561,0.6008771929824561,0.5846994535519127,0.6600492459218221,0.7141933359939647,0.2514700414470185,0.6162021479496844,0.5,0.10087719298245612,
home_win_market_only_last_4_histgb_l2_002_recency_2p0,histgb_l2_002,market_only,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,14,0.43999999999999995,0.6995708154506438,0.6976812878452223,0.6990033381020505,0.7367449416629744,0.21836114583414373,0.7095986915290722,0.6359649122807017,0.6359649122807018,0.6334192123665808,0.6659741458910434,0.7280771951233538,0.25291747614116133,0.6445858273766862,0.5,0.13596491228070173,
home_win_compact_last_8_logistic_l2_c03_recency_2p0,logistic_l2_c03,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,37,0.5599999999999999,0.6942800788954635,0.688526645768025,0.6926557155790984,0.7566771159874608,0.20030769157071274,0.7095911473055169,0.6228070175438597,0.6228070175438596,0.6192621359223301,0.6914435210834103,0.6426105256213059,0.22793580678383668,0.6428662363624954,0.5,0.1228070175438597,
home_win_all_features_last_4_histgb_l2_010_recency_none,histgb_l2_010,all_features,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,118,0.3,0.6909871244635193,0.6915152857775808,0.6911579630722856,0.7508492098656034,0.2196975010386188,0.7092618645981934,0.5657894736842105,0.5657894736842105,0.5429196282121378,0.6970606340412435,0.6642024630500812,0.22952728271178652,0.6017403449705095,0.5,0.06578947368421051,
home_win_market_only_last_8_logistic_l2_c03_recency_4p0,logistic_l2_c03,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,14,0.4599999999999999,0.6883629191321499,0.6861050156739812,0.6883629191321499,0.7619122257053292,0.19736239985577184,0.7091858642021109,0.5789473684210527,0.5789473684210527,0.5626598465473146,0.6814404432132964,0.6349247339490061,0.22400424119697748,0.6072521625776651,0.5,0.07894736842105265,
home_win_compact_last_8_logistic_l2_c03_recency_1p0,logistic_l2_c03,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,37,0.62,0.7021696252465484,0.6873746081504702,0.6913282933532093,0.7575862068965518,0.19989934146801608,0.7090311405547055,0.6403508771929824,0.6403508771929824,0.6348437499999999,0.691135734072022,0.6407015368376116,0.22699381003604902,0.6547602651777469,0.5,0.14035087719298245,
home_win_form_market_elo_last_6_extra_trees_depth8_recency_2p0,extra_trees_depth8,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,62,0.5499999999999999,0.6972972972972973,0.6889947904333412,0.6955231359465682,0.7522495856026521,0.20367529752346572,0.7089504808111186,0.6359649122807017,0.6359649122807017,0.6249925688127934,0.688057863958141,0.6243943332869863,0.21804274093290243,0.6499469462637473,0.5,0.13596491228070173,
home_win_compact_last_8_extra_trees_depth8_recency_4p0,extra_trees_depth8,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,37,0.4599999999999999,0.6824457593688363,0.6910971786833856,0.6806758275227054,0.7556112852664576,0.199975045050649,0.7088882079842052,0.5964912280701754,0.5964912280701755,0.5849624060150376,0.6943674976915973,0.6249272007052852,0.21829664893956727,0.6241247856483314,0.5,0.0964912280701754,
home_win_all_features_last_6_extra_trees_depth8_recency_none,extra_trees_depth8,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,118,0.48999999999999994,0.6810810810810811,0.6905931802036467,0.6808760724258621,0.756275159838977,0.20088513604547875,0.7088402079275781,0.6447368421052632,0.6447368421052632,0.6444016559160489,0.6923668821175747,0.6273706961528551,0.21904654855897648,0.6589755761805745,0.5,0.14473684210526316,
home_win_compact_last_6_logistic_l2_c03_recency_1p0,logistic_l2_c03,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,37,0.59,0.6945945945945946,0.6859460099455363,0.6926408372592838,0.7587319441155577,0.20301730732630086,0.7087860142936049,0.631578947368421,0.631578947368421,0.6315505963832243,0.6920590951061864,0.6409389897727767,0.22710715980589308,0.6497187390419711,0.5,0.13157894736842102,
home_win_market_only_last_6_extra_trees_depth8_recency_none,extra_trees_depth8,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,14,0.6599999999999999,0.7108108108108108,0.6862124082405873,0.6939177893608821,0.7571335543452522,0.20107819744800348,0.708644559240031,0.631578947368421,0.631578947368421,0.588199879590608,0.6881348107109879,0.6268080414115044,0.2190241639684867,0.6420388462045192,0.5,0.13157894736842102,
home_win_compact_last_8_logistic_l2_c03_recency_4p0,logistic_l2_c03,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",4.0,2812,507,228,37,0.5599999999999999,0.6942800788954635,0.6878526645768025,0.6922211549937988,0.7544357366771159,0.20121392972262775,0.708482859769446,0.6228070175438597,0.6228070175438597,0.6209403031240334,0.6891351184979994,0.6426470847826712,0.22787828480650407,0.6424254406671277,0.5,0.1228070175438597,
home_win_form_market_elo_last_6_extra_trees_depth8_recency_1p0,extra_trees_depth8,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,62,0.5499999999999999,0.6972972972972973,0.6883731944115558,0.6951936839787307,0.7513615912858158,0.20402969046057473,0.7082927869089101,0.6491228070175439,0.6491228070175439,0.6367980884109916,0.6853647276084949,0.6243385208326727,0.21833796448684298,0.6581466754038464,0.5,0.14912280701754388,
home_win_form_market_elo_last_4_logistic_l2_c03_recency_4p0,logistic_l2_c03,form_market_elo,last_4,"['2223', '2324', '2425', '2526']",4.0,1292,233,228,62,0.4799999999999999,0.6866952789699571,0.6849800620292423,0.686231407304819,0.7618520159503765,0.1965987999815595,0.7082293499969191,0.6271929824561403,0.6271929824561404,0.6226562043653499,0.7036011080332409,0.6255537785640555,0.21994672627433492,0.649434903415652,0.5,0.1271929824561403,
home_win_market_only_last_6_extra_trees_depth8_recency_4p0,extra_trees_depth8,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,14,0.6699999999999999,0.7108108108108108,0.6855908122188018,0.6930317308695687,0.7563935590812219,0.20104188708874704,0.7079477740751429,0.6359649122807017,0.6359649122807017,0.5917944735650035,0.6863650353955063,0.6270357694798034,0.2193041037943165,0.6444593834077883,0.5,0.13596491228070173,
home_win_market_only_last_6_extra_trees_depth8_recency_2p0,extra_trees_depth8,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,14,0.6699999999999999,0.7108108108108108,0.6855908122188018,0.6930317308695687,0.7558903623016813,0.2016637776962845,0.7077968150412808,0.6359649122807017,0.6359649122807017,0.5917944735650035,0.6859803016312711,0.6272407067947632,0.21949970659872728,0.6443439632785177,0.5,0.13596491228070173,
home_win_compact_last_8_extra_trees_depth8_recency_2p0,extra_trees_depth8,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,37,0.5399999999999999,0.6923076923076923,0.6856974921630095,0.6901197166608125,0.756833855799373,0.1996914585700573,0.707701734928589,0.6359649122807017,0.6359649122807017,0.6281756557618627,0.7003693444136658,0.6211150790674732,0.2166035079511384,0.6541178534427652,0.5,0.13596491228070173,
home_win_compact_last_8_extra_trees_depth8_recency_1p0,extra_trees_depth8,compact,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,37,0.5199999999999999,0.6903353057199211,0.685564263322884,0.6892733261625027,0.7565047021943574,0.19970461019889632,0.7074027544102689,0.6359649122807017,0.6359649122807018,0.6351155930046469,0.7026008002462296,0.620133223408712,0.21614323114442657,0.6558282807789519,0.5,0.13596491228070173,
home_win_form_market_elo_last_8_logistic_l2_c03_recency_2p0,logistic_l2_c03,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",2.0,2812,507,228,62,0.5099999999999999,0.6923076923076923,0.6860344827586207,0.6903486757145294,0.7543887147335424,0.1995362741826746,0.7071878812944835,0.6140350877192983,0.6140350877192983,0.6089498713650893,0.6920590951061865,0.6331953804636409,0.22368361029334313,0.6366795074822333,0.5,0.11403508771929827,
home_win_form_market_elo_last_4_logistic_l2_c03_recency_none,logistic_l2_c03,form_market_elo,last_4,"['2223', '2324', '2425', '2526']",,1292,233,228,62,0.3499999999999999,0.6781115879828327,0.6853123615418697,0.6715420683879769,0.7650273224043717,0.1955449793308903,0.7071613058275363,0.5789473684210527,0.5789473684210527,0.5263157894736842,0.6975223145583256,0.6260760440756967,0.22020503361138338,0.6066251154201293,0.5,0.07894736842105265,
home_win_form_market_elo_last_4_logistic_l2_c03_recency_2p0,logistic_l2_c03,form_market_elo,last_4,"['2223', '2324', '2425', '2526']",2.0,1292,233,228,62,0.4799999999999999,0.6866952789699571,0.6849800620292423,0.686231407304819,0.7582336434795451,0.1981006327207631,0.7071438382556697,0.6228070175438597,0.6228070175438596,0.6178373742886101,0.7033702677746999,0.6254916068750216,0.21984536270376373,0.6462305461248243,0.5,0.1228070175438597,
home_win_compact_last_6_logistic_l2_c03_recency_none,logistic_l2_c03,compact,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",,2052,370,228,37,0.59,0.6945945945945946,0.68408122188018,0.6915550375962168,0.7563639592706607,0.203398616674544,0.7068871154547297,0.6228070175438597,0.6228070175438597,0.6228070175438597,0.6885195444752232,0.6439765933867297,0.22837700207092365,0.6425207756232688,0.5,0.1228070175438597,
home_win_all_features_last_8_logistic_l2_c03_recency_none,logistic_l2_c03,all_features,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,118,0.4799999999999999,0.6942800788954635,0.6865047021943573,0.6912286346012888,0.7506739811912224,0.20355495466384085,0.7064640757544566,0.5964912280701754,0.5964912280701754,0.5873140788541749,0.678054786088027,0.6422718466076571,0.22784619971058964,0.6195837230931308,0.5,0.0964912280701754,
home_win_market_only_last_8_extra_trees_depth8_recency_1p0,extra_trees_depth8,market_only,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",1.0,2812,507,228,14,0.4699999999999999,0.6824457593688363,0.6850313479623824,0.6829477080386834,0.7570062695924766,0.1988959209243236,0.7063112784628559,0.6008771929824561,0.6008771929824561,0.5967738800893985,0.6823638042474607,0.632115278916372,0.2216526622826482,0.6247076794279989,0.5,0.10087719298245612,
home_win_market_only_last_6_histgb_l2_002_recency_4p0,histgb_l2_002,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,14,0.5599999999999999,0.6945945945945946,0.6915403741416055,0.6948585382818167,0.737257281553398,0.21598055587300027,0.705753170986175,0.618421052631579,0.618421052631579,0.6180610378357563,0.6620498614958449,0.7129508113135938,0.2500735064179278,0.6314556930714853,0.5,0.11842105263157898,
home_win_form_market_elo_last_6_extra_trees_depth8_recency_4p0,extra_trees_depth8,form_market_elo,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",4.0,2052,370,228,62,0.5599999999999999,0.6945945945945946,0.6847028179019654,0.6919367816896708,0.7510063935590812,0.20352169909797735,0.7056789851672559,0.6447368421052632,0.6447368421052632,0.6303368762385155,0.6875192366882116,0.6248091690573245,0.21820723508918155,0.6554115656001356,0.5,0.14473684210526316,
home_win_all_features_last_6_logistic_l2_c03_recency_2p0,logistic_l2_c03,all_features,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",2.0,2052,370,228,118,0.6599999999999999,0.7027027027027027,0.6870116031257401,0.6957771564668117,0.7443464361828084,0.21286482877377588,0.7055268860440214,0.631578947368421,0.631578947368421,0.6159460976979225,0.6866728224068943,0.6373455657739533,0.22554936785406166,0.6457621824293882,0.5,0.13157894736842102,
home_win_form_market_elo_last_8_logistic_l2_c03_recency_none,logistic_l2_c03,form_market_elo,last_8,"['1819', '1920', '2021', '2122', '2223', '2324', '2425', '2526']",,2812,507,228,62,0.48999999999999994,0.6883629191321499,0.682398119122257,0.6866002659598204,0.7572570532915361,0.1992229774808936,0.7054861213986753,0.6008771929824561,0.6008771929824561,0.5960201717323157,0.6788242536164975,0.6412158299068712,0.2270417594262005,0.6235327579851475,0.5,0.10087719298245612,
home_win_market_only_last_6_extra_trees_depth8_recency_1p0,extra_trees_depth8,market_only,last_6,"['2021', '2122', '2223', '2324', '2425', '2526']",1.0,2052,370,228,14,0.6599999999999999,0.7081081081081081,0.6831636277527824,0.6906133056133056,0.7536111768884679,0.20237283564464206,0.7054153441725666,0.6491228070175439,0.6491228070175439,0.6102564102564103,0.6866728224068944,0.6280229590628279,0.2200388016707938,0.654557852120179,0.5,0.14912280701754388,
